明治44年5月30日左記學校組合ノ設立ヲ認可ス : 朝鮮總督府告示第161號/19110601/GB_19110601_AA0225_G0001/CNTS-00083073375
京城手形交換所週報 : 朝鮮總督府忠淸南道告示第10號/19110602/GB_19110602_AA0226_G0013/CNTS-00048485903
命令航路定期發著日時認可 : 朝鮮總督府忠淸南道告示第10號/19110602/GB_19110602_AA0226_G0014/CNTS-00048333448
各地氣象 : 朝鮮總督府忠淸南道告示第10號/19110602/GB_19110602_AA0226_G0015/CNTS-00048248646
京城地方天氣豫報 : 朝鮮總督府忠淸南道告示第10號/19110602/GB_19110602_AA0226_G0016/CNTS-00083073407
公立普通學校設置ノ件左ノ通認可セリ : 朝鮮總督府告示第162號/19110603/GB_19110603_AA0227_G0001/CNTS-00083073408
公立普通學校廢止ノ件左ノ通認可セリ : 朝鮮總督府告示第163號/19110603/GB_19110603_AA0227_G0002/CNTS-00083073409
煙草販賣稅賦課ニ關スル件 : 官通牒第166號/19110603/GB_19110603_AA0227_G0003/CNTS-00083073410
右新聞紙ハ治安ヲ妨害スルモノト認ムルニ付光武11年法律第5號新聞紙法第34條ニ依リ發賣頒布ヲ禁止シ之ヲ押收ス : 朝鮮總督府警務總監部告示第44號/19110603/GB_19110603_AA0227_G0004/CNTS-00083073411
種牡牛指定規則左ノ通定ム : 朝鮮總督府平安南道令第5號/19110603/GB_19110603_AA0227_G0005/CNTS-00083073412
平安南道報廣告揭載ノ件左ノ通定ム : 朝鮮總督府平安南道告示第11號/19110603/GB_19110603_AA0227_G0006/CNTS-00083073413
平安南道報ノ發行及發賣ニ關スル件左ノ通定ム : 朝鮮總督府平安南道告示第12號/19110603/GB_19110603_AA0227_G0007/CNTS-00083073414
明治44年5月12日 : 朝鮮總督府平安南道告示第12號/19110603/GB_19110603_AA0227_G0008/CNTS-00083073415
明治44年5月27日 : 朝鮮總督府平安南道告示第12號/19110603/GB_19110603_AA0227_G0009/CNTS-00083073416
明治44年5月29日 : 朝鮮總督府平安南道告示第12號/19110603/GB_19110603_AA0227_G0010/CNTS-00083073417
明治44年5月30日 : 朝鮮總督府平安南道告示第12號/19110603/GB_19110603_AA0227_G0011/CNTS-00083073418
明治44年5月31日 : 朝鮮總督府平安南道告示第12號/19110603/GB_19110603_AA0227_G0012/CNTS-00083073419
明治44年6月1日 : 朝鮮總督府平安南道告示第12號/19110603/GB_19110603_AA0227_G0013/CNTS-00083073420
明治44年6月2日 : 朝鮮總督府平安南道告示第12號/19110603/GB_19110603_AA0227_G0014/CNTS-00083073421
假出獄 : 朝鮮總督府平安南道告示第12號/19110603/GB_19110603_AA0227_G0015/CNTS-00048563703
京城地方天氣豫報 : 朝鮮總督府平安南道告示第12號/19110603/GB_19110603_AA0227_G0016/CNTS-00083073423
貸付金ニ編入禀申ノ際添附スヘキ書類ノ件 : 官通牒第167號/19110605/GB_19110605_AA0228_G0001/CNTS-00083073424
土地所有權ニ關スル取締ノ件 : 官通牒第168號/19110605/GB_19110605_AA0228_G0002/CNTS-00083073425
貸付金事務取扱方ニ關スル件 : 官通牒第169號/19110605/GB_19110605_AA0228_G0003/CNTS-00083073426
獸肉販賣營業取締規則左ノ通定ム : 朝鮮總督府忠淸南道警務部令第4號/19110605/GB_19110605_AA0228_G0004/CNTS-00083073427
正誤 : 朝鮮總督府忠淸南道警務部令第4號/19110605/GB_19110605_AA0228_G0005/CNTS-00083073428
明治44年5月31日 : 朝鮮總督府忠淸南道警務部令第4號/19110605/GB_19110605_AA0228_G0006/CNTS-00083073429
明治44年6月2日 : 朝鮮總督府忠淸南道警務部令第4號/19110605/GB_19110605_AA0228_G0007/CNTS-00083073430
明治44年6月3日 : 朝鮮總督府忠淸南道警務部令第4號/19110605/GB_19110605_AA0228_G0008/CNTS-00083073431
官吏卒去 : 朝鮮總督府忠淸南道警務部令第4號/19110605/GB_19110605_AA0228_G0009/CNTS-00048348168
稅關貨物取扱人免許 : 朝鮮總督府忠淸南道警務部令第4號/19110605/GB_19110605_AA0228_G0010/CNTS-00048241285
敎會所名稱變更 : 朝鮮總督府忠淸南道警務部令第4號/19110605/GB_19110605_AA0228_G0011/CNTS-00083073434
京城手形交換所月報 : 朝鮮總督府忠淸南道警務部令第4號/19110605/GB_19110605_AA0228_G0012/CNTS-00048182212
釜山手形交換組合週報 : 朝鮮總督府忠淸南道警務部令第4號/19110605/GB_19110605_AA0228_G0013/CNTS-00048258810
鑛業許可 : 朝鮮總督府忠淸南道警務部令第4號/19110605/GB_19110605_AA0228_G0014/CNTS-00083073437
採取許可 : 朝鮮總督府忠淸南道警務部令第4號/19110605/GB_19110605_AA0228_G0015/CNTS-00083073438
各地氣象 : 朝鮮總督府忠淸南道警務部令第4號/19110605/GB_19110605_AA0228_G0016/CNTS-00048603473
正誤 : 朝鮮總督府忠淸南道警務部令第4號/19110605/GB_19110605_AA0228_G0017/CNTS-00083073428
號外 : 朝鮮總督府忠淸南道警務部令第4號/19110605/GB_19110605_AA0228_G0018/CNTS-00083073441
公立寧邊實業學校ヲ平安北道寧邊郡邑內面ニ設置ノ件明治44年5月18日認可セリ : 朝鮮總督府告示第164號/19110606/GB_19110606_AA0229_G0001/CNTS-00083073442
郵便局所ニ於テ外國爲替金ノ換算ニ適用スヘキ外國貨幣換算割合左ノ如シ : 遞信省告示第583號/19110606/GB_19110606_AA0229_G0002/CNTS-00083073443
明治43年9月統監府令第59號ニ依リ本年分ヨリ改定實施セラルヘキ驛屯土小作料ノ本道管內ニ係ルモノノ百坪當金額左ノ如シ : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0003/CNTS-00083073444
正誤 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0004/CNTS-00083073445
明治44年5月3日 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0005/CNTS-00083073446
明治44年5月6日 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0006/CNTS-00083073447
明治44年5月16日 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0007/CNTS-00083073448
明治44年5月21日 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0008/CNTS-00083073449
明治44年5月27日 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0009/CNTS-00083073450
明治44年5月31日 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0010/CNTS-00083073451
明治44年6月1日 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0011/CNTS-00083073452
明治44年6月2日 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0012/CNTS-00083073453
明治44年6月3日 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0013/CNTS-00083073454
明治44年6月4日 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0014/CNTS-00083073455
明治44年6月5日 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0015/CNTS-00083073456
仁川駐在露國副領事證認 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0016/CNTS-00083073457
官吏改名 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0017/CNTS-00048470343
官吏死去 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0018/CNTS-00048331758
豫約出版屆出 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0019/CNTS-00048310837
出版物配付屆出 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0020/CNTS-00048354634
死刑執行 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0021/CNTS-00048213478
敎會所名稱變更認可 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0022/CNTS-00048478398
大阪市朝鮮貿場品狀況 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0023/CNTS-00083073464
獸疫 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0024/CNTS-00048314158
鑛業許可 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0025/CNTS-00083073466
各地氣象 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0026/CNTS-00048491039
京城地方天氣豫報 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0027/CNTS-00083073468
暴風警報 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0028/CNTS-00083073469
解警戒 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0029/CNTS-00083073470
正誤 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0030/CNTS-00083073445
正誤 : 朝鮮總督府慶尙南道告示第15號/19110606/GB_19110606_AA0229_G0031/CNTS-00083073445
右ハ在外指定學校職員退隱料及遺族扶助料法第1條ニ依リ指定ス : 朝鮮總督府告示第165號/19110607/GB_19110607_AA0230_G0001/CNTS-00083073473
右新聞紙ハ治安ヲ妨害スルモノト認ムルニ付光武11年法律第5號新聞紙法第34條ニ依リ發賣頒布ヲ禁止シ之ヲ押收ス : 朝鮮總督府警務總監部告示第45號/19110607/GB_19110607_AA0230_G0002/CNTS-00083073474
土地標示ニ關スル件左ノ通定ム : 朝鮮總督府全羅北道令第3號/19110607/GB_19110607_AA0230_G0003/CNTS-00083073475
正誤 : 朝鮮總督府全羅北道令第3號/19110607/GB_19110607_AA0230_G0004/CNTS-00083073476
明治43年8月28日 : 朝鮮總督府全羅北道令第3號/19110607/GB_19110607_AA0230_G0005/CNTS-00083073477
明治44年6月2日 : 朝鮮總督府全羅北道令第3號/19110607/GB_19110607_AA0230_G0006/CNTS-00083073478
明治44年6月5日 : 朝鮮總督府全羅北道令第3號/19110607/GB_19110607_AA0230_G0007/CNTS-00083073479
明治44年6月6日 : 朝鮮總督府全羅北道令第3號/19110607/GB_19110607_AA0230_G0008/CNTS-00083073480
假出獄 : 朝鮮總督府全羅北道令第3號/19110607/GB_19110607_AA0230_G0009/CNTS-00048609807
京城地方天氣豫報 : 朝鮮總督府全羅北道令第3號/19110607/GB_19110607_AA0230_G0010/CNTS-00083073482
正誤 : 朝鮮總督府全羅北道令第3號/19110607/GB_19110607_AA0230_G0011/CNTS-00083073476
正誤 : 朝鮮總督府全羅北道令第3號/19110607/GB_19110607_AA0230_G0012/CNTS-00083073476
朝鮮西岸小靑島燈臺ニ設置ノ霧笛ハ當分ノ內吹鳴ヲ停止ス : 朝鮮總督府告示第166號/19110608/GB_19110608_AA0231_G0001/CNTS-00083073485
當分ノ內從前ノ制服ヲ著用セシムル件 : 官通牒第170號/19110608/GB_19110608_AA0231_G0002/CNTS-00083073486
俸給減俸ノ件 : 官通牒第171號/19110608/GB_19110608_AA0231_G0003/CNTS-00083073487
鑛稅未納者取扱方ニ關スル件 : 官通牒第172號/19110608/GB_19110608_AA0231_G0004/CNTS-00083073488
面長任免及公錢領收員認許手續左ノ通定ム : 朝鮮總督府忠淸南道訓令第1號/19110608/GB_19110608_AA0231_G0005/CNTS-00083073489
正誤 : 朝鮮總督府忠淸南道訓令第1號/19110608/GB_19110608_AA0231_G0006/CNTS-00083073490
明治44年5月6日 : 朝鮮總督府忠淸南道訓令第1號/19110608/GB_19110608_AA0231_G0007/CNTS-00083073491
明治44年5月22日 : 朝鮮總督府忠淸南道訓令第1號/19110608/GB_19110608_AA0231_G0008/CNTS-00083073492
明治44年5月26日 : 朝鮮總督府忠淸南道訓令第1號/19110608/GB_19110608_AA0231_G0009/CNTS-00083073493
明治44年6月3日 : 朝鮮總督府忠淸南道訓令第1號/19110608/GB_19110608_AA0231_G0010/CNTS-00083073494
明治44年6月5日 : 朝鮮總督府忠淸南道訓令第1號/19110608/GB_19110608_AA0231_G0011/CNTS-00083073495
明治44年6月6日 : 朝鮮總督府忠淸南道訓令第1號/19110608/GB_19110608_AA0231_G0012/CNTS-00083073496
正誤 : 朝鮮總督府忠淸南道訓令第1號/19110608/GB_19110608_AA0231_G0013/CNTS-00083073490
官吏免官 : 朝鮮總督府忠淸南道訓令第1號/19110608/GB_19110608_AA0231_G0014/CNTS-00048593354
稅關貨物取扱人免許 : 朝鮮總督府忠淸南道訓令第1號/19110608/GB_19110608_AA0231_G0015/CNTS-00048364406
釜山手形交換組合月報 : 朝鮮總督府忠淸南道訓令第1號/19110608/GB_19110608_AA0231_G0016/CNTS-00048450561
鐵道運輸收入槪算旬報 : 朝鮮總督府忠淸南道訓令第1號/19110608/GB_19110608_AA0231_G0017/CNTS-00048422154
鐵道運輸收入槪算月報 : 朝鮮總督府忠淸南道訓令第1號/19110608/GB_19110608_AA0231_G0018/CNTS-00048232726
各地氣象 : 朝鮮總督府忠淸南道訓令第1號/19110608/GB_19110608_AA0231_G0019/CNTS-00048079340
京城地方天氣豫報 : 朝鮮總督府忠淸南道訓令第1號/19110608/GB_19110608_AA0231_G0020/CNTS-00083073504
明治44年6月16日ヨリ左記郵便所ヲ設置ス : 朝鮮總督府告示第167號/19110609/GB_19110609_AA0232_G0001/CNTS-00083073505
明治44年6月15日限リ左記郵遞所ヲ廢止ス同所ニ於テ取扱ヒタル事務ハ下記郵便所之ヲ承繼ス : 朝鮮總督府告示第168號/19110609/GB_19110609_AA0232_G0002/CNTS-00083073506
明治44年6月8日左記學校組合ノ設立ヲ認可ス : 朝鮮總督府告示第169號/19110609/GB_19110609_AA0232_G0003/CNTS-00083073507
朝鮮南岸所里島燈臺ニ設置ノ霧笛ハ吹鳴停止ノ處(本年5月朝鮮總督府告示第137號參照)本月2日以後從前ノ通吹鳴ス : 朝鮮總督府告示第170號/19110609/GB_19110609_AA0232_G0004/CNTS-00083073508
朝鮮東岸舞水端燈臺ニ設置ノ霧笛ハ當分ノ內吹鳴ヲ停止ス : 朝鮮總督府告示第171號/19110609/GB_19110609_AA0232_G0005/CNTS-00083073509
證明書類調理上注意ノ件 : 官通牒第173號/19110609/GB_19110609_AA0232_G0006/CNTS-00083073510
明治41年統監府令第45號居留規則施行細則左ノ通定ム : 朝鮮總督府全羅北道警務部令第3號/19110609/GB_19110609_AA0232_G0007/CNTS-00083073511
正誤 : 朝鮮總督府全羅北道警務部令第3號/19110609/GB_19110609_AA0232_G0008/CNTS-00083073526
明治44年6月2日 : 朝鮮總督府全羅北道警務部令第3號/19110609/GB_19110609_AA0232_G0009/CNTS-00083073513
明治44年5月2日 : 朝鮮總督府全羅北道警務部令第3號/19110609/GB_19110609_AA0232_G0010/CNTS-00083073514
明治44年5月11日 : 朝鮮總督府全羅北道警務部令第3號/19110609/GB_19110609_AA0232_G0011/CNTS-00083073515
明治44年5月21日 : 朝鮮總督府全羅北道警務部令第3號/19110609/GB_19110609_AA0232_G0012/CNTS-00083073516
明治44年5月24日 : 朝鮮總督府全羅北道警務部令第3號/19110609/GB_19110609_AA0232_G0013/CNTS-00083073517
明治44年6月5日 : 朝鮮總督府全羅北道警務部令第3號/19110609/GB_19110609_AA0232_G0014/CNTS-00083073518
明治44年6月6日 : 朝鮮總督府全羅北道警務部令第3號/19110609/GB_19110609_AA0232_G0015/CNTS-00083073519
明治44年6月7日 : 朝鮮總督府全羅北道警務部令第3號/19110609/GB_19110609_AA0232_G0016/CNTS-00083073520
明治44年6月8日 : 朝鮮總督府全羅北道警務部令第3號/19110609/GB_19110609_AA0232_G0017/CNTS-00083073521
假出獄 : 朝鮮總督府全羅北道警務部令第3號/19110609/GB_19110609_AA0232_G0018/CNTS-00048201768
死刑執行 : 朝鮮總督府全羅北道警務部令第3號/19110609/GB_19110609_AA0232_G0019/CNTS-00048371234
稅關貨物取扱人免許 : 朝鮮總督府全羅北道警務部令第3號/19110609/GB_19110609_AA0232_G0020/CNTS-00048160159
京城地方天氣豫報 : 朝鮮總督府全羅北道警務部令第3號/19110609/GB_19110609_AA0232_G0021/CNTS-00083073525
正誤 : 朝鮮總督府全羅北道警務部令第3號/19110609/GB_19110609_AA0232_G0022/CNTS-00083073526
郵便局所ニ於テ外國爲替金ノ換算ニ適用スヘキ外國貨幣換算割合左ノ如シ : 遞信省告示第595號/19110610/GB_19110610_AA0233_G0001/CNTS-00083073527
收入印紙消印ニ關スル件 : 官通牒第174號/19110610/GB_19110610_AA0233_G0002/CNTS-00083073528
看守及女監取締精勤證書雛形ニ關スル件 : 官通牒第175號/19110610/GB_19110610_AA0233_G0003/CNTS-00083073529
明治44年4月24日 : 官通牒第175號/19110610/GB_19110610_AA0233_G0004/CNTS-00083073530
明治44年5月22日 : 官通牒第175號/19110610/GB_19110610_AA0233_G0005/CNTS-00083073531
明治44年6月8日 : 官通牒第175號/19110610/GB_19110610_AA0233_G0006/CNTS-00083073532
正誤 : 官通牒第175號/19110610/GB_19110610_AA0233_G0008/CNTS-00083073534
種痘認許員任命 : 官通牒第175號/19110610/GB_19110610_AA0233_G0009/CNTS-00048606766
辯護士名簿登錄 : 官通牒第175號/19110610/GB_19110610_AA0233_G0010/CNTS-00048584166
假出獄 : 官通牒第175號/19110610/GB_19110610_AA0233_G0011/CNTS-00083073537
稅關貨物取扱人免許 : 官通牒第175號/19110610/GB_19110610_AA0233_G0012/CNTS-00048551326
朝鮮貿易槪況 : 官通牒第175號/19110610/GB_19110610_AA0233_G0013/CNTS-00048207687
各倉庫貨物入出庫調 : 官通牒第175號/19110610/GB_19110610_AA0233_G0014/CNTS-00048500087
鑛業許可 : 官通牒第175號/19110610/GB_19110610_AA0233_G0015/CNTS-00083073541
採取許可 : 官通牒第175號/19110610/GB_19110610_AA0233_G0016/CNTS-00083073542
痘苗配布及賣下道別表 : 官通牒第175號/19110610/GB_19110610_AA0233_G0017/CNTS-00048279549
京城地方天氣豫報 : 官通牒第175號/19110610/GB_19110610_AA0233_G0018/CNTS-00083073544
正誤 : 官通牒第175號/19110610/GB_19110610_AA0233_G0019/CNTS-00083073534
明治44年度京畿道地方費歲入歲出追加豫算左ノ如シ : 朝鮮總督府京畿道告示第17號/19110612/GB_19110612_AA0234_G0001/CNTS-00083073546
明治44年6月7日 : 朝鮮總督府京畿道告示第17號/19110612/GB_19110612_AA0234_G0002/CNTS-00083073547
明治44年6月9日 : 朝鮮總督府京畿道告示第17號/19110612/GB_19110612_AA0234_G0003/CNTS-00083073548
在監人員表 : 朝鮮總督府京畿道告示第17號/19110612/GB_19110612_AA0234_G0004/CNTS-00048601858
鑛業許可 : 朝鮮總督府京畿道告示第17號/19110612/GB_19110612_AA0234_G0005/CNTS-00083073550
採取許可 : 朝鮮總督府京畿道告示第17號/19110612/GB_19110612_AA0234_G0006/CNTS-00083073551
鑛業ヲ廢業シタルモ左ノ如シ : 朝鮮總督府京畿道告示第17號/19110612/GB_19110612_AA0234_G0007/CNTS-00083073552
命令航路定期發著日時認可 : 朝鮮總督府京畿道告示第17號/19110612/GB_19110612_AA0234_G0008/CNTS-00048177864
各地氣象 : 朝鮮總督府京畿道告示第17號/19110612/GB_19110612_AA0234_G0009/CNTS-00048476867
微動報告 : 朝鮮總督府京畿道告示第17號/19110612/GB_19110612_AA0234_G0010/CNTS-00048089079
朝鮮南岸魚龍島燈臺ニ設置ノ霧笛ハ當分ノ內吹鳴ヲ停止ス : 朝鮮總督府告示第172號/19110613/GB_19110613_AA0235_G0001/CNTS-00083073556
溜池及用水路修築費補助規程左ノ如シ : 朝鮮總督府忠淸南道告示第11號/19110613/GB_19110613_AA0235_G0002/CNTS-00083073557
正誤 : 朝鮮總督府忠淸南道告示第11號/19110613/GB_19110613_AA0235_G0003/CNTS-00083073558
明治44年6月8日 : 朝鮮總督府忠淸南道告示第11號/19110613/GB_19110613_AA0235_G0004/CNTS-00083073559
明治44年6月5日 : 朝鮮總督府忠淸南道告示第11號/19110613/GB_19110613_AA0235_G0005/CNTS-00083073560
明治44年6月9日 : 朝鮮總督府忠淸南道告示第11號/19110613/GB_19110613_AA0235_G0006/CNTS-00083073561
明治44年6月10日 : 朝鮮總督府忠淸南道告示第11號/19110613/GB_19110613_AA0235_G0007/CNTS-00083073562
明治44年6月12日 : 朝鮮總督府忠淸南道告示第11號/19110613/GB_19110613_AA0235_G0008/CNTS-00083073563
官吏轉任 : 朝鮮總督府忠淸南道告示第11號/19110613/GB_19110613_AA0235_G0009/CNTS-00048621577
假出獄 : 朝鮮總督府忠淸南道告示第11號/19110613/GB_19110613_AA0235_G0010/CNTS-00048550613
經濟槪況 : 朝鮮總督府忠淸南道告示第11號/19110613/GB_19110613_AA0235_G0011/CNTS-00048296401
鹽輸入統計 : 朝鮮總督府忠淸南道告示第11號/19110613/GB_19110613_AA0235_G0012/CNTS-00048195905
朝鮮氣候槪況 : 朝鮮總督府忠淸南道告示第11號/19110613/GB_19110613_AA0235_G0013/CNTS-00048094329
京城地方天氣豫報 : 朝鮮總督府忠淸南道告示第11號/19110613/GB_19110613_AA0235_G0014/CNTS-00083073569
明治44年度歲出科目解疏ノ件 : 官通牒第176號/19110613/GB_19110613_AB0001_G0001/CNTS-00083073570
明治43年10月遞信省告示第1112號外國無線電報ノ外國海岸料及船舶料金表中左ノ通改正ス : 遞信省告示第600號/19110614/GB_19110614_AA0236_G0001/CNTS-00083073571
明治41年12月遞信省告示第1361號帝國ト外國郵便爲替ヲ交換スル國等ヲ示ス表「第2電信爲替」ノ部附註ノ項瑞典ニ於ケル電信爲替取扱局名中「サラ」ノ次ニ「サルトシエバ-デン(SaltsjÖbaden)」ヲ加フ : 遞信省告示第602號/19110614/GB_19110614_AA0236_G0002/CNTS-00083073572
明治42年12月遞信省告示第1304號小包郵便ニ依リ外國ニ輸入スルコトヲ得サル物品表中英國殖民地及屬地(2)亞細亞ノ部中英領印度ニ關スル項ヲ左ノ通改正ス : 遞信省告示第606號/19110614/GB_19110614_AA0236_G0003/CNTS-00083073573
平安南道慈惠醫院自費患者ヨリ徵收スル入院料藥價及其ノ他ノ料金左記ノ通定ム : 朝鮮總督府平安南道告示第13號/19110614/GB_19110614_AA0236_G0004/CNTS-00083073574
明治44年6月7日 : 朝鮮總督府平安南道告示第13號/19110614/GB_19110614_AA0236_G0005/CNTS-00083073575
明治44年6月8日 : 朝鮮總督府平安南道告示第13號/19110614/GB_19110614_AA0236_G0006/CNTS-00083073576
明治44年6月10日 : 朝鮮總督府平安南道告示第13號/19110614/GB_19110614_AA0236_G0007/CNTS-00083073577
明治44年6月13日 : 朝鮮總督府平安南道告示第13號/19110614/GB_19110614_AA0236_G0008/CNTS-00083073578
慈惠醫院患者診療成績表 : 朝鮮總督府平安南道告示第13號/19110614/GB_19110614_AA0236_G0009/CNTS-00048340075
京城手形交換所週報 : 朝鮮總督府平安南道告示第13號/19110614/GB_19110614_AA0236_G0010/CNTS-00048337225
朝鮮主要地氣候表 : 朝鮮總督府平安南道告示第13號/19110614/GB_19110614_AA0236_G0011/CNTS-00048597831
京城地方天氣豫報 : 朝鮮總督府平安南道告示第13號/19110614/GB_19110614_AA0236_G0012/CNTS-00083073582
正誤 : 朝鮮總督府平安南道告示第13號/19110614/GB_19110614_AA0236_G0013/CNTS-00083073583
過年度支出取扱ノ件 : 官通牒第177號/19110615/GB_19110615_AA0237_G0001/CNTS-00083073584
府郡書記事務練習中日額旅費支給ノ件 : 官通牒第178號/19110615/GB_19110615_AA0237_G0002/CNTS-00083073585
報告例頒布ノ件 : 官通牒第179號/19110615/GB_19110615_AA0237_G0003/CNTS-00083073586
明治44年6月12日 : 官通牒第179號/19110615/GB_19110615_AA0237_G0004/CNTS-00083073587
明治44年6月13日 : 官通牒第179號/19110615/GB_19110615_AA0237_G0005/CNTS-00083073588
明治44年6月14日 : 官通牒第179號/19110615/GB_19110615_AA0237_G0006/CNTS-00083073589
官吏死去 : 官通牒第179號/19110615/GB_19110615_AA0237_G0007/CNTS-00048245041
元山港貿易狀况 : 官通牒第179號/19110615/GB_19110615_AA0237_G0008/CNTS-00083073591
京城手形交換所週報 : 官通牒第179號/19110615/GB_19110615_AA0237_G0009/CNTS-00048093919
京城地方天氣豫報 : 官通牒第179號/19110615/GB_19110615_AA0237_G0010/CNTS-00083073593
正誤 : 官通牒第179號/19110615/GB_19110615_AA0237_G0011/CNTS-00083073595
